ID,Date,y,Hour,Temperature(�C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(�C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,timestamp
2538,6/5/2018,1848,18,20.2,66,1,2000,13.6,1.1,0,0,Spring,No Holiday,Yes,5/6/2018
2539,6/5/2018,1639,19,19,70,0.7,2000,13.3,0.33,0,0,Spring,No Holiday,Yes,5/6/2018
2540,6/5/2018,1526,20,17.6,77,1.2,2000,13.5,0.01,0,0,Spring,No Holiday,Yes,5/6/2018
2541,6/5/2018,1450,21,16.8,79,0.6,2000,13.1,0,0,0,Spring,No Holiday,Yes,5/6/2018
2542,6/5/2018,1290,22,16.4,80,1.2,2000,12.9,0,0,0,Spring,No Holiday,Yes,5/6/2018
2543,6/5/2018,1016,23,15.9,83,0.6,2000,13,0,0,0,Spring,No Holiday,Yes,5/6/2018
2544,7/5/2018,778,0,15.5,85,0.9,2000,12.9,0,0,0,Spring,No Holiday,Yes,5/7/2018
2545,7/5/2018,609,1,15.1,84,0.3,1858,12.4,0,0,0,Spring,No Holiday,Yes,5/7/2018
2546,7/5/2018,404,2,14.8,85,0.4,1831,12.2,0,0,0,Spring,No Holiday,Yes,5/7/2018
2547,7/5/2018,249,3,14.7,82,0.8,1822,11.6,0,0,0,Spring,No Holiday,Yes,5/7/2018
2548,7/5/2018,185,4,14.4,85,0.8,1437,11.9,0,0,0,Spring,No Holiday,Yes,5/7/2018
2549,7/5/2018,170,5,14.2,85,0.5,1412,11.7,0,0,0,Spring,No Holiday,Yes,5/7/2018
2550,7/5/2018,221,6,14,87,0.8,1334,11.8,0.01,0,0,Spring,No Holiday,Yes,5/7/2018
2551,7/5/2018,389,7,14.2,81,0.3,1991,10.9,0.13,0,0,Spring,No Holiday,Yes,5/7/2018
2552,7/5/2018,600,8,14.8,80,0.3,1921,11.3,0.31,0,0,Spring,No Holiday,Yes,5/7/2018
2553,7/5/2018,737,9,15.9,72,0.5,1835,10.8,0.67,0,0,Spring,No Holiday,Yes,5/7/2018
2554,7/5/2018,895,10,17.5,63,0.6,1916,10.3,0.96,0,0,Spring,No Holiday,Yes,5/7/2018
2555,7/5/2018,1167,11,20.2,45,1.1,1894,7.8,2.33,0,0,Spring,No Holiday,Yes,5/7/2018
2556,7/5/2018,1414,12,22.9,35,0.8,1948,6.6,3.05,0,0,Spring,No Holiday,Yes,5/7/2018
2557,7/5/2018,1665,13,23.7,44,1.7,1897,10.7,2.35,0,0,Spring,No Holiday,Yes,5/7/2018
2558,7/5/2018,1970,14,24.1,42,1.2,1770,10.3,1.93,0,0,Spring,No Holiday,Yes,5/7/2018
2559,7/5/2018,2191,15,24.6,38,2.1,1478,9.3,1.85,0,0,Spring,No Holiday,Yes,5/7/2018
2560,7/5/2018,2213,16,24.5,38,2.2,1903,9.2,1.1,0,0,Spring,No Holiday,Yes,5/7/2018
2561,7/5/2018,2392,17,25.5,31,2.3,1974,7.1,1.5,0,0,Spring,No Holiday,Yes,5/7/2018
2562,7/5/2018,2268,18,25.1,32,2.4,1899,7.2,1.1,0,0,Spring,No Holiday,Yes,5/7/2018
2563,7/5/2018,1664,19,23.5,48,1.5,1929,11.8,0.4,0,0,Spring,No Holiday,Yes,5/7/2018
2564,7/5/2018,1912,20,20.9,61,2.7,1523,13,0.01,0,0,Spring,No Holiday,Yes,5/7/2018
2565,7/5/2018,1717,21,19.6,64,1.5,1297,12.5,0,0,0,Spring,No Holiday,Yes,5/7/2018
2566,7/5/2018,1336,22,18.6,69,1.7,1047,12.7,0,0,0,Spring,No Holiday,Yes,5/7/2018
2567,7/5/2018,994,23,17.5,69,1.5,978,11.7,0,0,0,Spring,No Holiday,Yes,5/7/2018
2568,8/5/2018,712,0,16.4,72,0.8,1046,11.3,0,0,0,Spring,No Holiday,Yes,5/8/2018
2569,8/5/2018,430,1,16,64,1,1600,9.1,0,0,0,Spring,No Holiday,Yes,5/8/2018
2570,8/5/2018,287,2,15.5,65,1.3,1953,8.9,0,0,0,Spring,No Holiday,Yes,5/8/2018
2571,8/5/2018,194,3,15.6,63,1.7,2000,8.5,0,0,0,Spring,No Holiday,Yes,5/8/2018
2572,8/5/2018,155,4,15.4,63,1.6,2000,8.3,0,0,0,Spring,No Holiday,Yes,5/8/2018
2573,8/5/2018,200,5,15,64,1.6,2000,8.2,0,0,0,Spring,No Holiday,Yes,5/8/2018
2574,8/5/2018,555,6,14.8,64,1.5,2000,8,0.02,0,0,Spring,No Holiday,Yes,5/8/2018
2575,8/5/2018,1280,7,15.3,60,2,2000,7.5,0.35,0,0,Spring,No Holiday,Yes,5/8/2018
2576,8/5/2018,1976,8,16.9,54,1.7,2000,7.5,1.08,0,0,Spring,No Holiday,Yes,5/8/2018
2577,8/5/2018,1128,9,18.5,51,1.4,1955,8.1,1.74,0,0,Spring,No Holiday,Yes,5/8/2018
2578,8/5/2018,792,10,20,48,1.9,2000,8.6,2.46,0,0,Spring,No Holiday,Yes,5/8/2018
2579,8/5/2018,956,11,21,45,1.6,2000,8.6,2.89,0,0,Spring,No Holiday,Yes,5/8/2018
2580,8/5/2018,1135,12,21.5,44,2.1,1986,8.7,3.15,0,0,Spring,No Holiday,Yes,5/8/2018
2581,8/5/2018,1117,13,21.7,44,2.1,2000,8.9,2.46,0,0,Spring,No Holiday,Yes,5/8/2018
2582,8/5/2018,1096,14,22.2,42,1.7,2000,8.6,2.29,0,0,Spring,No Holiday,Yes,5/8/2018
2583,8/5/2018,1267,15,22.4,39,1.9,2000,7.7,2.16,0,0,Spring,No Holiday,Yes,5/8/2018
2584,8/5/2018,1457,16,22,41,1.7,2000,8.1,2.04,0,0,Spring,No Holiday,Yes,5/8/2018
2585,8/5/2018,2020,17,21.7,38,2,2000,6.7,1.17,0,0,Spring,No Holiday,Yes,5/8/2018
2586,8/5/2018,2142,18,20.7,40,1.4,2000,6.6,1.06,0,0,Spring,No Holiday,Yes,5/8/2018
2587,8/5/2018,2241,19,17.9,42,2.1,2000,4.7,0.37,0,0,Spring,No Holiday,Yes,5/8/2018
2588,8/5/2018,1726,20,15.8,47,1.8,2000,4.4,0.01,0,0,Spring,No Holiday,Yes,5/8/2018
2589,8/5/2018,1513,21,14.5,49,1.9,2000,3.8,0,0,0,Spring,No Holiday,Yes,5/8/2018
2590,8/5/2018,1283,22,13.2,54,2.2,2000,4,0,0,0,Spring,No Holiday,Yes,5/8/2018
2591,8/5/2018,767,23,12.2,57,1.9,2000,3.9,0,0,0,Spring,No Holiday,Yes,5/8/2018
2592,9/5/2018,552,0,11.6,57,1.9,2000,3.3,0,0,0,Spring,No Holiday,Yes,5/9/2018
2593,9/5/2018,34,1,11.3,58,1.3,2000,3.3,0,0,0,Spring,No Holiday,Yes,5/9/2018
2594,9/5/2018,245,2,10.9,59,1.1,2000,3.1,0,0,0,Spring,No Holiday,Yes,5/9/2018
2595,9/5/2018,187,3,10.5,59,1,2000,2.8,0,0,0,Spring,No Holiday,Yes,5/9/2018
2596,9/5/2018,114,4,10,64,1.5,2000,3.4,0,0,0,Spring,No Holiday,Yes,5/9/2018
2597,9/5/2018,203,5,9.5,65,0.9,2000,3.2,0,0,0,Spring,No Holiday,Yes,5/9/2018
2598,9/5/2018,556,6,9.2,64,1,2000,2.7,0.02,0,0,Spring,No Holiday,Yes,5/9/2018
2599,9/5/2018,1333,7,10,59,1.1,2000,2.3,0.36,0,0,Spring,No Holiday,Yes,5/9/2018
2600,9/5/2018,2068,8,12.3,53,1.6,2000,2.9,1.09,0,0,Spring,No Holiday,Yes,5/9/2018
2601,9/5/2018,928,9,14.4,46,1.2,1899,2.9,1.77,0,0,Spring,No Holiday,Yes,5/9/2018
2602,9/5/2018,954,10,16.1,43,1.4,1985,3.5,2.41,0,0,Spring,No Holiday,Yes,5/9/2018
2603,9/5/2018,1015,11,17.6,40,1.4,1955,3.8,2.88,0,0,Spring,No Holiday,Yes,5/9/2018
2604,9/5/2018,1242,12,18.7,39,1.9,1925,4.4,3.21,0,0,Spring,No Holiday,Yes,5/9/2018
2605,9/5/2018,1188,13,20.1,36,1.1,1933,4.5,3.34,0,0,Spring,No Holiday,Yes,5/9/2018
2606,9/5/2018,1186,14,20.7,36,2.2,1788,5,3.1,0,0,Spring,No Holiday,Yes,5/9/2018
2607,9/5/2018,1324,15,21.2,35,2.9,1733,5.1,2.88,0,0,Spring,No Holiday,Yes,5/9/2018
2608,9/5/2018,1603,16,21.4,35,2.7,1838,5.2,2.38,0,0,Spring,No Holiday,Yes,5/9/2018
2609,9/5/2018,2034,17,21.3,34,2.7,1967,4.7,1.82,0,0,Spring,No Holiday,Yes,5/9/2018
2610,9/5/2018,3130,18,20.6,41,2.3,2000,6.8,1.1,0,0,Spring,No Holiday,Yes,5/9/2018
2611,9/5/2018,2405,19,18.8,47,2.8,1988,7.2,0.4,0,0,Spring,No Holiday,Yes,5/9/2018
2612,9/5/2018,1979,20,17.3,53,1.9,2000,7.6,0.01,0,0,Spring,No Holiday,Yes,5/9/2018
2613,9/5/2018,1940,21,16.4,56,0.8,2000,7.5,0,0,0,Spring,No Holiday,Yes,5/9/2018
2614,9/5/2018,1602,22,15.9,60,2.6,2000,8.1,0,0,0,Spring,No Holiday,Yes,5/9/2018
2615,9/5/2018,1073,23,15.2,62,1.4,2000,7.9,0,0,0,Spring,No Holiday,Yes,5/9/2018
2616,10/5/2018,0,0,14.5,63,0.9,2000,7.5,0,0,0,Spring,No Holiday,No,5/10/2018
2617,10/5/2018,0,1,13.9,66,1,1960,7.6,0,0,0,Spring,No Holiday,No,5/10/2018
2618,10/5/2018,0,2,13.1,73,1.9,1895,8.3,0,0,0,Spring,No Holiday,No,5/10/2018
2619,10/5/2018,0,3,12.9,74,1.7,1698,8.3,0,0,0,Spring,No Holiday,No,5/10/2018
2620,10/5/2018,0,4,12,79,0.6,1351,8.4,0,0,0,Spring,No Holiday,No,5/10/2018
2621,10/5/2018,0,5,11.5,80,0.9,974,8.1,0,0,0,Spring,No Holiday,No,5/10/2018
2622,10/5/2018,0,6,11.4,80,1,885,8,0.02,0,0,Spring,No Holiday,No,5/10/2018
2623,10/5/2018,0,7,12.1,71,1.6,876,6.9,0.34,0,0,Spring,No Holiday,No,5/10/2018
2624,10/5/2018,0,8,13.5,63,2.2,1211,6.5,1.01,0,0,Spring,No Holiday,No,5/10/2018
2625,10/5/2018,0,9,15.5,55,1.7,1318,6.4,1.76,0,0,Spring,No Holiday,No,5/10/2018
2626,10/5/2018,0,10,17.3,52,2.3,1235,7.3,2.38,0,0,Spring,No Holiday,No,5/10/2018
2627,10/5/2018,0,11,18.3,51,3.1,1015,7.9,2.84,0,0,Spring,No Holiday,No,5/10/2018
2628,10/5/2018,0,12,19.8,49,2.3,1320,8.7,3.17,0,0,Spring,No Holiday,No,5/10/2018
2629,10/5/2018,0,13,20.7,46,2.9,1078,8.6,3.26,0,0,Spring,No Holiday,No,5/10/2018
2630,10/5/2018,0,14,21.2,47,3.7,1142,9.4,3.22,0,0,Spring,No Holiday,No,5/10/2018
2631,10/5/2018,0,15,20.4,51,4,946,9.9,2.87,0,0,Spring,No Holiday,No,5/10/2018
2632,10/5/2018,0,16,19.6,54,3.9,1154,10,2.41,0,0,Spring,No Holiday,No,5/10/2018
2633,10/5/2018,0,17,19.2,54,3.4,1075,9.6,1.83,0,0,Spring,No Holiday,No,5/10/2018
2634,10/5/2018,0,18,18,61,3.5,790,10.3,1.05,0,0,Spring,No Holiday,No,5/10/2018
2635,10/5/2018,0,19,15.5,74,3.6,675,10.8,0.35,0,0,Spring,No Holiday,No,5/10/2018
2636,10/5/2018,0,20,13.6,82,2.1,520,10.5,0.02,0,0,Spring,No Holiday,No,5/10/2018
2637,10/5/2018,0,21,12.6,85,2.4,460,10.1,0,0,0,Spring,No Holiday,No,5/10/2018
2638,10/5/2018,0,22,12.3,85,2.3,452,9.8,0,0,0,Spring,No Holiday,No,5/10/2018
2639,10/5/2018,0,23,12.4,85,1.1,369,9.9,0,0,0,Spring,No Holiday,No,5/10/2018
2640,11/5/2018,724,0,12.5,84,1.5,334,9.8,0,0,0,Spring,No Holiday,Yes,5/11/2018
2641,11/5/2018,565,1,12.4,84,1.8,287,9.7,0,0,0,Spring,No Holiday,Yes,5/11/2018
2642,11/5/2018,378,2,12.1,85,1.4,321,9.6,0,0,0,Spring,No Holiday,Yes,5/11/2018
2643,11/5/2018,252,3,12,86,0.9,297,9.7,0,0,0,Spring,No Holiday,Yes,5/11/2018
2644,11/5/2018,154,4,11.9,85,0.7,315,9.4,0,0,0,Spring,No Holiday,Yes,5/11/2018
2645,11/5/2018,223,5,11.9,84,1.5,358,9.2,0,0,0,Spring,No Holiday,Yes,5/11/2018
2646,11/5/2018,486,6,12,83,0.4,321,9.1,0.01,0,0,Spring,No Holiday,Yes,5/11/2018
2647,11/5/2018,1156,7,12.4,82,1,314,9.4,0.1,0,0,Spring,No Holiday,Yes,5/11/2018
2648,11/5/2018,1881,8,13.1,78,1.2,330,9.3,0.41,0,0,Spring,No Holiday,Yes,5/11/2018
2649,11/5/2018,850,9,14.3,72,0.7,342,9.3,0.84,0,0,Spring,No Holiday,Yes,5/11/2018
2650,11/5/2018,816,10,16.4,64,2.4,423,9.5,2.05,0,0,Spring,No Holiday,Yes,5/11/2018
2651,11/5/2018,972,11,18.3,56,1.4,519,9.3,2.53,0,0,Spring,No Holiday,Yes,5/11/2018
2652,11/5/2018,1161,12,20,47,1.4,685,8.3,3.08,0,0,Spring,No Holiday,Yes,5/11/2018
2653,11/5/2018,1177,13,20.8,45,2.8,688,8.4,3.17,0,0,Spring,No Holiday,Yes,5/11/2018
2654,11/5/2018,1174,14,21,47,2.2,606,9.2,2.52,0,0,Spring,No Holiday,Yes,5/11/2018
2655,11/5/2018,1295,15,19.9,47,3.3,484,8.2,1.83,0,0,Spring,No Holiday,Yes,5/11/2018
2656,11/5/2018,1496,16,19.1,54,3.2,542,9.5,0.94,0,0,Spring,No Holiday,Yes,5/11/2018
2657,11/5/2018,1863,17,18.9,45,2.6,1084,6.6,0.8,0,0,Spring,No Holiday,Yes,5/11/2018
2658,11/5/2018,2701,18,17.9,37,3.1,1819,2.9,0.36,0,0,Spring,No Holiday,Yes,5/11/2018
2659,11/5/2018,1999,19,17.1,51,2.5,1223,6.8,0.06,0,0,Spring,No Holiday,Yes,5/11/2018
2660,11/5/2018,941,20,16.7,52,0.9,1328,6.7,0,0,0,Spring,No Holiday,Yes,5/11/2018
2661,11/5/2018,1644,21,16.4,52,1.5,1273,6.5,0,0,0,Spring,No Holiday,Yes,5/11/2018
2662,11/5/2018,1556,22,16.2,54,1.1,1327,6.8,0,0,0,Spring,No Holiday,Yes,5/11/2018
2663,11/5/2018,1185,23,16.2,50,1.6,1327,5.7,0,0,0,Spring,No Holiday,Yes,5/11/2018
2664,12/5/2018,862,0,16.1,54,1.3,1052,6.7,0,0,0,Spring,No Holiday,Yes,5/12/2018
2665,12/5/2018,669,1,15.9,51,1.8,866,5.7,0,0,0,Spring,No Holiday,Yes,5/12/2018
2666,12/5/2018,416,2,15.5,62,1,730,8.2,0,0,0,Spring,No Holiday,Yes,5/12/2018
2667,12/5/2018,358,3,15.2,63,0.5,700,8.1,0,0,0,Spring,No Holiday,Yes,5/12/2018
2668,12/5/2018,207,4,15,61,0.8,867,7.5,0,0,0,Spring,No Holiday,Yes,5/12/2018
2669,12/5/2018,70,5,15,61,1.2,903,7.5,0,0,0,Spring,No Holiday,Yes,5/12/2018
2670,12/5/2018,37,6,14.4,71,1.3,560,9.2,0,0.4,0,Spring,No Holiday,Yes,5/12/2018
2671,12/5/2018,43,7,13.3,81,1.5,525,10.1,0.04,0.1,0,Spring,No Holiday,Yes,5/12/2018
2672,12/5/2018,20,8,12,87,1,296,9.8,0.1,1,0,Spring,No Holiday,Yes,5/12/2018
2673,12/5/2018,16,9,11.8,95,1,168,11,0.14,3,0,Spring,No Holiday,Yes,5/12/2018
2674,12/5/2018,6,10,11.8,96,1.3,221,11.1,0.12,2.5,0,Spring,No Holiday,Yes,5/12/2018
2675,12/5/2018,18,11,12,96,1,184,11.3,0.14,3.5,0,Spring,No Holiday,Yes,5/12/2018
2676,12/5/2018,11,12,12.3,97,0.8,238,11.8,0.14,2,0,Spring,No Holiday,Yes,5/12/2018
2677,12/5/2018,19,13,12.6,97,0.6,327,12.1,0.14,3,0,Spring,No Holiday,Yes,5/12/2018
2678,12/5/2018,22,14,13,97,0.8,211,12.5,0.15,2,0,Spring,No Holiday,Yes,5/12/2018
2679,12/5/2018,17,15,13.3,97,0.8,194,12.8,0.12,3,0,Spring,No Holiday,Yes,5/12/2018
2680,12/5/2018,34,16,13.8,97,0.7,196,13.3,0.12,1.5,0,Spring,No Holiday,Yes,5/12/2018
2681,12/5/2018,24,17,14.3,98,0.7,270,13.9,0.08,1.5,0,Spring,No Holiday,Yes,5/12/2018
2682,12/5/2018,22,18,15.4,97,1.9,340,14.9,0.03,2,0,Spring,No Holiday,Yes,5/12/2018
2683,12/5/2018,29,19,15.5,97,0.7,403,15,0,2,0,Spring,No Holiday,Yes,5/12/2018
2684,12/5/2018,29,20,15.7,97,0.3,343,15.2,0,1,0,Spring,No Holiday,Yes,5/12/2018
2685,12/5/2018,25,21,15.8,97,0.6,193,15.3,0,0.5,0,Spring,No Holiday,Yes,5/12/2018
2686,12/5/2018,30,22,15.8,98,0.4,179,15.4,0,1.5,0,Spring,No Holiday,Yes,5/12/2018
2687,12/5/2018,50,23,15.8,98,1.6,235,15.4,0,1,0,Spring,No Holiday,Yes,5/12/2018
2688,13/05/2018,145,0,15.5,97,1.5,181,15,0,0.5,0,Spring,No Holiday,Yes,5/13/2018
2689,13/05/2018,178,1,15.1,97,1.7,173,14.6,0,0.2,0,Spring,No Holiday,Yes,5/13/2018
2690,13/05/2018,189,2,14.5,97,2.9,359,14,0,0.1,0,Spring,No Holiday,Yes,5/13/2018
2691,13/05/2018,141,3,14.2,98,1.5,135,13.8,0,0.2,0,Spring,No Holiday,Yes,5/13/2018
2692,13/05/2018,83,4,13.8,98,2.9,27,13.4,0,0,0,Spring,No Holiday,Yes,5/13/2018
2693,13/05/2018,72,5,13.5,98,0.8,105,13.1,0,0,0,Spring,No Holiday,Yes,5/13/2018
2694,13/05/2018,139,6,13.5,98,0.4,251,13.1,0.01,0,0,Spring,No Holiday,Yes,5/13/2018
2695,13/05/2018,220,7,13.7,98,1.6,468,13.3,0.1,0,0,Spring,No Holiday,Yes,5/13/2018
2696,13/05/2018,397,8,14.1,98,1.3,834,13.7,0.26,0,0,Spring,No Holiday,Yes,5/13/2018
2697,13/05/2018,579,9,14.8,95,1,986,14,0.53,0,0,Spring,No Holiday,Yes,5/13/2018
2698,13/05/2018,716,10,15.2,88,2.2,1090,13.2,0.55,0,0,Spring,No Holiday,Yes,5/13/2018
2699,13/05/2018,993,11,16.4,78,1.6,1209,12.5,1.37,0,0,Spring,No Holiday,Yes,5/13/2018
2700,13/05/2018,1434,12,18.3,65,1.2,1489,11.5,2.4,0,0,Spring,No Holiday,Yes,5/13/2018
2701,13/05/2018,1839,13,19.1,65,1.9,1145,12.3,2.26,0,0,Spring,No Holiday,Yes,5/13/2018
2702,13/05/2018,2055,14,19.7,64,2.9,929,12.6,1.99,0,0,Spring,No Holiday,Yes,5/13/2018
2703,13/05/2018,2329,15,19.7,63,2.5,941,12.4,2.01,0,0,Spring,No Holiday,Yes,5/13/2018
2704,13/05/2018,2379,16,19.5,65,2.9,857,12.7,1.97,0,0,Spring,No Holiday,Yes,5/13/2018
2705,13/05/2018,2410,17,19.4,63,2.6,1099,12.1,1.61,0,0,Spring,No Holiday,Yes,5/13/2018
2706,13/05/2018,2338,18,19,66,1.3,1111,12.4,0.95,0,0,Spring,No Holiday,Yes,5/13/2018
2707,13/05/2018,2023,19,17.6,73,2,886,12.6,0.34,0,0,Spring,No Holiday,Yes,5/13/2018
2708,13/05/2018,1714,20,15.6,81,2.3,827,12.3,0.02,0,0,Spring,No Holiday,Yes,5/13/2018
2709,13/05/2018,1571,21,14.1,86,0.9,535,11.7,0,0,0,Spring,No Holiday,Yes,5/13/2018
2710,13/05/2018,1155,22,13.5,87,2.2,433,11.3,0,0,0,Spring,No Holiday,Yes,5/13/2018
2711,13/05/2018,814,23,13,89,1.3,326,11.2,0,0,0,Spring,No Holiday,Yes,5/13/2018
2712,14/05/2018,581,0,12.7,89,1.2,340,10.9,0,0,0,Spring,No Holiday,Yes,5/14/2018
2713,14/05/2018,377,1,12.4,94,1.3,307,11.4,0,0,0,Spring,No Holiday,Yes,5/14/2018
2714,14/05/2018,241,2,12.1,94,1.6,191,11.1,0,0,0,Spring,No Holiday,Yes,5/14/2018
2715,14/05/2018,167,3,11.9,95,1.5,180,11.1,0,0,0,Spring,No Holiday,Yes,5/14/2018
2716,14/05/2018,121,4,11.9,94,1.3,210,10.9,0,0,0,Spring,No Holiday,Yes,5/14/2018
2717,14/05/2018,199,5,11.9,93,0.8,241,10.7,0,0,0,Spring,No Holiday,Yes,5/14/2018
2718,14/05/2018,552,6,12.1,89,0.3,252,10.3,0.02,0,0,Spring,No Holiday,Yes,5/14/2018
2719,14/05/2018,1251,7,12.6,85,0.4,292,10.1,0.23,0,0,Spring,No Holiday,Yes,5/14/2018
2720,14/05/2018,1997,8,13.8,79,0.9,313,10.2,0.44,0,0,Spring,No Holiday,Yes,5/14/2018
2721,14/05/2018,1106,9,15.1,74,0.6,437,10.4,0.76,0,0,Spring,No Holiday,Yes,5/14/2018
2722,14/05/2018,779,10,16.6,67,0.9,479,10.4,1.23,0,0,Spring,No Holiday,Yes,5/14/2018
2723,14/05/2018,946,11,18.5,65,1.4,463,11.7,2.07,0,0,Spring,No Holiday,Yes,5/14/2018
2724,14/05/2018,1095,12,20,62,1.8,428,12.4,2.38,0,0,Spring,No Holiday,Yes,5/14/2018
2725,14/05/2018,1051,13,21.8,59,1.9,404,13.4,2.74,0,0,Spring,No Holiday,Yes,5/14/2018
2726,14/05/2018,1124,14,23.1,56,1.6,391,13.8,2.67,0,0,Spring,No Holiday,Yes,5/14/2018
2727,14/05/2018,1171,15,24,59,1.6,353,15.4,2.24,0,0,Spring,No Holiday,Yes,5/14/2018
2728,14/05/2018,1433,16,24.3,54,2.6,346,14.3,1.81,0,0,Spring,No Holiday,Yes,5/14/2018
2729,14/05/2018,1891,17,24.4,51,1.9,466,13.5,1.42,0,0,Spring,No Holiday,Yes,5/14/2018
2730,14/05/2018,2906,18,23.6,48,3.1,666,11.9,0.85,0,0,Spring,No Holiday,Yes,5/14/2018
2731,14/05/2018,2236,19,22.7,56,1.8,598,13.4,0.31,0,0,Spring,No Holiday,Yes,5/14/2018
2732,14/05/2018,1965,20,21.4,64,2.1,411,14.3,0.02,0,0,Spring,No Holiday,Yes,5/14/2018
2733,14/05/2018,1885,21,20.5,67,1.4,357,14.1,0,0,0,Spring,No Holiday,Yes,5/14/2018
2734,14/05/2018,1648,22,19.6,71,0.6,325,14.1,0,0,0,Spring,No Holiday,Yes,5/14/2018
2735,14/05/2018,1071,23,18.8,73,0.8,291,13.8,0,0,0,Spring,No Holiday,Yes,5/14/2018
2736,15/05/2018,764,0,18.1,77,0.5,287,13.9,0,0,0,Spring,No Holiday,Yes,5/15/2018
2737,15/05/2018,563,1,17.5,78,0.6,277,13.6,0,0,0,Spring,No Holiday,Yes,5/15/2018
2738,15/05/2018,372,2,17.1,74,0.4,350,12.4,0,0,0,Spring,No Holiday,Yes,5/15/2018
2739,15/05/2018,241,3,16.6,74,0.4,402,11.9,0,0,0,Spring,No Holiday,Yes,5/15/2018
2740,15/05/2018,170,4,16.1,74,0.8,440,11.4,0,0,0,Spring,No Holiday,Yes,5/15/2018
2741,15/05/2018,182,5,15.7,76,0.6,330,11.4,0,0,0,Spring,No Holiday,Yes,5/15/2018
2742,15/05/2018,562,6,15.4,84,0.8,235,12.7,0.03,0,0,Spring,No Holiday,Yes,5/15/2018
2743,15/05/2018,1239,7,16.2,79,1.2,239,12.5,0.36,0,0,Spring,No Holiday,Yes,5/15/2018
2744,15/05/2018,2059,8,18.4,68,1.1,254,12.3,0.88,0,0,Spring,No Holiday,Yes,5/15/2018
2745,15/05/2018,1148,9,20.8,53,0.8,381,10.8,1.58,0,0,Spring,No Holiday,Yes,5/15/2018
2746,15/05/2018,832,10,22.7,37,0.9,879,7.2,2.18,0,0,Spring,No Holiday,Yes,5/15/2018
2747,15/05/2018,944,11,24.8,36,1.8,973,8.7,2.7,0,0,Spring,No Holiday,Yes,5/15/2018
2748,15/05/2018,1058,12,26.3,36,1.1,1133,10,2.88,0,0,Spring,No Holiday,Yes,5/15/2018
2749,15/05/2018,1080,13,27.8,34,1.5,1306,10.4,3.14,0,0,Spring,No Holiday,Yes,5/15/2018
2750,15/05/2018,1092,14,28.5,33,0.9,1348,10.6,2.51,0,0,Spring,No Holiday,Yes,5/15/2018
2751,15/05/2018,1210,15,29.1,38,1.7,1602,13.3,1.89,0,0,Spring,No Holiday,Yes,5/15/2018
2752,15/05/2018,1458,16,28.8,37,2.4,1629,12.6,1.44,0,0,Spring,No Holiday,Yes,5/15/2018
2753,15/05/2018,1951,17,28.5,43,1.7,1404,14.6,1.06,0,0,Spring,No Holiday,Yes,5/15/2018
2754,15/05/2018,2915,18,27.5,47,2.5,1113,15.1,0.43,0,0,Spring,No Holiday,Yes,5/15/2018
2755,15/05/2018,2248,19,26.9,49,0.9,1063,15.2,0.1,0,0,Spring,No Holiday,Yes,5/15/2018
2756,15/05/2018,1958,20,26.3,53,1,908,15.9,0,0,0,Spring,No Holiday,Yes,5/15/2018
2757,15/05/2018,1944,21,25.6,56,0.7,884,16.1,0,0,0,Spring,No Holiday,Yes,5/15/2018
2758,15/05/2018,1640,22,25,59,0.6,742,16.4,0,0,0,Spring,No Holiday,Yes,5/15/2018
2759,15/05/2018,848,23,24.8,60,1,795,16.5,0,0,0,Spring,No Holiday,Yes,5/15/2018
2760,16/05/2018,662,0,24.4,63,0.8,745,16.8,0,0,0,Spring,No Holiday,Yes,5/16/2018
2761,16/05/2018,502,1,24.1,67,0.5,686,17.5,0,0,0,Spring,No Holiday,Yes,5/16/2018
2762,16/05/2018,145,2,23.9,69,0.3,531,17.8,0,0.2,0,Spring,No Holiday,Yes,5/16/2018
2763,16/05/2018,166,3,22.6,89,0.7,327,20.6,0,0.8,0,Spring,No Holiday,Yes,5/16/2018
2764,16/05/2018,124,4,22.3,86,0.5,387,19.8,0,0,0,Spring,No Holiday,Yes,5/16/2018
2765,16/05/2018,52,5,22.3,87,0.6,399,20,0,0,0,Spring,No Holiday,Yes,5/16/2018
2766,16/05/2018,135,6,22.1,94,0.9,269,21,0,2,0,Spring,No Holiday,Yes,5/16/2018
2767,16/05/2018,367,7,22,95,0.7,342,21.1,0,0,0,Spring,No Holiday,Yes,5/16/2018
2768,16/05/2018,291,8,22.4,93,1.2,683,21.2,0.04,0,0,Spring,No Holiday,Yes,5/16/2018
2769,16/05/2018,97,9,22.8,93,3.1,569,21.6,0.06,4,0,Spring,No Holiday,Yes,5/16/2018
2770,16/05/2018,81,10,22.8,95,1.7,176,21.9,0.05,1,0,Spring,No Holiday,Yes,5/16/2018
2771,16/05/2018,243,11,22.7,93,4.8,832,21.5,0.17,0,0,Spring,No Holiday,Yes,5/16/2018
2772,16/05/2018,59,12,22.9,87,4,1497,20.6,0.22,0,0,Spring,No Holiday,Yes,5/16/2018
2773,16/05/2018,151,13,21.8,97,2.4,682,21.2,0.06,35,0,Spring,No Holiday,Yes,5/16/2018
2774,16/05/2018,248,14,22,96,2.9,1327,21.3,0.39,0,0,Spring,No Holiday,Yes,5/16/2018
